repo,pr_a,pr_b,prob,raw
lostintangent/gistpad,391,392,0.55,
lostintangent/gistpad,401,402,0.35,
lostintangent/gistpad,397,401,0.2,
lostintangent/gistpad,396,398,0.75,
lostintangent/gistpad,401,406,0.3,
lostintangent/gistpad,400,401,0.2,
lostintangent/gistpad,395,396,0.72,
lostintangent/gistpad,390,391,0.25,
lostintangent/gistpad,396,397,0.78,
lostintangent/gistpad,397,406,0.15,
lostintangent/gistpad,397,402,0.2,
mastra-ai/mastra,6292,6330,0.25,
mastra-ai/mastra,4309,4310,0.4,
mastra-ai/mastra,4308,4310,0.95,
mastra-ai/mastra,4310,4793,0.2,
mastra-ai/mastra,4308,4309,0.35,
mastra-ai/mastra,6084,6085,0.1,
mautic/mautic,15249,15250,0.7,
mautic/mautic,15078,15250,0.15,
mautic/mautic,15078,15249,0.2,
michaellatman/mcp-get,114,115,0.2,
michaellatman/mcp-get,112,114,0.5,
michaellatman/mcp-get,112,113,0.5,
michaellatman/mcp-get,115,116,0.95,
michaellatman/mcp-get,113,114,0.2,
michaellatman/mcp-get,110,111,0.2,
michaellatman/mcp-get,113,115,0.2,
michaellatman/mcp-get,112,115,0.5,
microsoft/AL-Go,1824,1830,0.2,
microsoft/AL-Go,1823,1830,0.15,
microsoft/AL-Go,1823,1824,0.1,
microsoft/GSL,1206,1208,0.08,
microsoft/HydraLab,694,695,0.95,
microsoft/Qcodes,7222,7240,0.4,
microsoft/Qcodes,7213,7240,0.15,
microsoft/Qcodes,7213,7222,0.5,
microsoft/WinUI-Gallery,1974,1981,0.05,
microsoft/WinUI-Gallery,1974,1976,0.05,
microsoft/WinUI-Gallery,1978,1980,0.15,
microsoft/WinUI-Gallery,1975,1981,0.05,
microsoft/WinUI-Gallery,1977,1981,0.05,
microsoft/WinUI-Gallery,1975,1982,0.05,
microsoft/WinUI-Gallery,1979,1981,0.08,
microsoft/WinUI-Gallery,1980,1982,0.07,
microsoft/WinUI-Gallery,1974,1977,0.25,
microsoft/WinUI-Gallery,1973,1978,0.05,
microsoft/WinUI-Gallery,1974,1978,0.38,
microsoft/WinUI-Gallery,1976,1981,0.05,
microsoft/WinUI-Gallery,1978,1981,0.05,
microsoft/WinUI-Gallery,1979,1980,0.15,
microsoft/WinUI-Gallery,1982,1983,0.1,
microsoft/WinUI-Gallery,1974,1975,0.3,
microsoft/WinUI-Gallery,1980,1983,0.2,
microsoft/WinUI-Gallery,1976,1979,0.05,
microsoft/WinUI-Gallery,1973,1979,0.1,
microsoft/WinUI-Gallery,1973,1981,0.05,
microsoft/WinUI-Gallery,1974,1980,0.88,
microsoft/WinUI-Gallery,1974,1979,0.15,
microsoft/WinUI-Gallery,1981,1982,0.05,
microsoft/WinUI-Gallery,1978,1979,0.15,
microsoft/WinUI-Gallery,1974,1983,0.35,
microsoft/WinUI-Gallery,1975,1977,0.6,
microsoft/WinUI-Gallery,1976,1978,0.1,
microsoft/WinUI-Gallery,1977,1980,0.6,
microsoft/WinUI-Gallery,1975,1976,0.4,
microsoft/WinUI-Gallery,1975,1979,0.15,
microsoft/WinUI-Gallery,1980,1981,0.7,
microsoft/WinUI-Gallery,1977,1978,0.3,
microsoft/WinUI-Gallery,1978,1982,0.1,
microsoft/WinUI-Gallery,1973,1975,0.15,
microsoft/WinUI-Gallery,1975,1978,0.12,
microsoft/WinUI-Gallery,1975,1983,0.6,
microsoft/WinUI-Gallery,1976,1980,0.4,
microsoft/WinUI-Gallery,1973,1977,0.12,
microsoft/WinUI-Gallery,1975,1980,0.35,
microsoft/WinUI-Gallery,1974,1982,0.7,
microsoft/WinUI-Gallery,1973,1980,0.15,
microsoft/WinUI-Gallery,1977,1979,0.2,
microsoft/WinUI-Gallery,1976,1977,0.12,
microsoft/WinUI-Gallery,1979,1982,0.2,
microsoft/WinUI-Gallery,1979,1983,0.15,
microsoft/WinUI-Gallery,1973,1976,0.15,
microsoft/WinUI-Gallery,1973,1974,0.35,
microsoft/WinUI-Gallery,1981,1983,0.1,
microsoft/WinUI-Gallery,1978,1983,0.1,
microsoft/Windows-classic-samples,385,386,0.85,
microsoft/ebpf-for-windows,4468,4499,0.3,
microsoft/ebpf-for-windows,4476,4500,0.05,
microsoft/ebpf-for-windows,4506,4527,0.05,
microsoft/ebpf-for-windows,4472,4499,0.15,
microsoft/ebpf-for-windows,4468,4476,0.05,
microsoft/ebpf-for-windows,4466,4468,0.05,
microsoft/ebpf-for-windows,4472,4500,0.1,
microsoft/ebpf-for-windows,4501,4527,0.05,
microsoft/ebpf-for-windows,4471,4501,0.1,
microsoft/ebpf-for-windows,4472,4495,0.1,
microsoft/ebpf-for-windows,4466,4471,0.1,
microsoft/ebpf-for-windows,4466,4476,0.1,
microsoft/ebpf-for-windows,4491,4499,0.85,
microsoft/ebpf-for-windows,4472,4501,0.05,
microsoft/ebpf-for-windows,4471,4500,0.05,
microsoft/ebpf-for-windows,4491,4501,0.05,
microsoft/ebpf-for-windows,4472,4506,0.2,
microsoft/ebpf-for-windows,4466,4472,0.1,
microsoft/ebpf-for-windows,4466,4491,0.05,
microsoft/ebpf-for-windows,4468,4500,0.05,
microsoft/ebpf-for-windows,4491,4506,0.05,
microsoft/ebpf-for-windows,4476,4499,0.15,
microsoft/ebpf-for-windows,4476,4501,0.05,
microsoft/ebpf-for-windows,4466,4527,0.05,
microsoft/ebpf-for-windows,4476,4491,0.05,
microsoft/ebpf-for-windows,4472,4527,0.05,
microsoft/ebpf-for-windows,4471,4499,0.08,
microsoft/ebpf-for-windows,4468,4491,0.05,
microsoft/ebpf-for-windows,4468,4471,0.05,
microsoft/ebpf-for-windows,4466,4500,0.15,
microsoft/ebpf-for-windows,4471,4491,0.05,
microsoft/ebpf-for-windows,4499,4506,0.08,
microsoft/ebpf-for-windows,4468,4495,0.5,
microsoft/ebpf-for-windows,4476,4527,0.05,
microsoft/ebpf-for-windows,4468,4472,0.03,
microsoft/ebpf-for-windows,4472,4476,0.03,
microsoft/ebpf-for-windows,4466,4499,0.02,
microsoft/ebpf-for-windows,4499,4500,0.02,
microsoft/ebpf-for-windows,4472,4491,0.03,
microsoft/ebpf-for-windows,4500,4501,0.95,
microsoft/ebpf-for-windows,4471,4506,0.2,
microsoft/ebpf-for-windows,4501,4506,0.02,
microsoft/ebpf-for-windows,4466,4501,0.02,
microsoft/ebpf-for-windows,4462,4468,0.08,
microsoft/ebpf-for-windows,4471,4476,0.03,
microsoft/ebpf-for-windows,4466,4506,0.08,
microsoft/ebpf-for-windows,4491,4495,0.35,
microsoft/ebpf-for-windows,4462,4472,0.03,
microsoft/ebpf-for-windows,4476,4495,0.03,
microsoft/ebpf-for-windows,4491,4500,0.02,
microsoft/ebpf-for-windows,4476,4506,0.02,
microsoft/ebpf-for-windows,4471,4495,0.02,
microsoft/ebpf-for-windows,4466,4495,0.02,
microsoft/ebpf-for-windows,4471,4472,0.8,
microsoft/ebpf-for-windows,4468,4501,0.05,
microsoft/ebpf-for-windows,4471,4527,0.08,
microsoft/ebpf-for-windows,4462,4471,0.08,
microsoft/ebpf-for-windows,4462,4466,0.08,
microsoft/ebpf-for-windows,4500,4506,0.08,
microsoft/ebpf-for-windows,4468,4506,0.08,
microsoft/ebpf-for-windows,4499,4501,0.08,
microsoft/go-mssqldb,269,271,0.2,
microsoft/go-mssqldb,266,271,0.25,
microsoft/go-mssqldb,266,269,0.7,
microsoft/magentic-ui,55,62,0.08,
microsoft/magentic-ui,54,55,0.03,
microsoft/magentic-ui,55,59,0.05,
microsoft/magentic-ui,59,62,0.03,
microsoft/magentic-ui,55,70,0.25,
microsoft/openvmm,1573,1591,0.12,
microsoft/openvmm,1591,1720,0.03,
microsoft/openvmm,1572,1573,0.35,
microsoft/openvmm,1657,1660,0.3,
microsoft/openvmm,1592,1690,0.08,
microsoft/openvmm,1572,1720,0.2,
microsoft/openvmm,1572,1577,0.12,
microsoft/openvmm,1657,1698,0.3,
microsoft/openvmm,1655,1660,0.25,
microsoft/openvmm,1575,1690,0.05,
microsoft/openvmm,1592,1660,0.08,
microsoft/openvmm,1572,1739,0.35,
microsoft/openvmm,1661,1690,0.12,
microsoft/openvmm,1574,1576,0.65,
microsoft/openvmm,1572,1575,0.05,
microsoft/openvmm,1575,1592,0.05,
microsoft/openvmm,1573,1583,0.05,
microsoft/openvmm,1576,1583,0.55,
microsoft/openvmm,1573,1653,0.05,
microsoft/openvmm,1573,1575,0.05,
microsoft/openvmm,1572,1657,0.05,
microsoft/openvmm,1657,1661,0.05,
microsoft/openvmm,1571,1574,0.05,
microsoft/openvmm,1655,1720,0.22,
microsoft/openvmm,1575,1657,0.1,
microsoft/openvmm,1655,1657,0.15,
microsoft/openvmm,1571,1575,0.08,
microsoft/openvmm,1720,1739,0.1,
microsoft/openvmm,1690,1698,0.28,
microsoft/openvmm,1591,1698,0.22,
microsoft/openvmm,1592,1661,0.08,
microsoft/openvmm,1661,1698,0.15,
microsoft/openvmm,1592,1720,0.08,
microsoft/openvmm,1591,1739,0.08,
microsoft/openvmm,1575,1660,0.05,
microsoft/openvmm,1575,1591,0.05,
microsoft/openvmm,1574,1577,0.45,
microsoft/openvmm,1572,1661,0.35,
microsoft/openvmm,1660,1661,0.05,
microsoft/openvmm,1573,1698,0.15,
microsoft/openvmm,1571,1573,0.05,
microsoft/openvmm,1655,1661,0.2,
microsoft/openvmm,1653,1655,0.05,
microsoft/openvmm,1592,1655,0.05,
microsoft/openvmm,1572,1574,0.3,
microsoft/openvmm,1571,1577,0.1,
microsoft/openvmm,1573,1577,0.1,
microsoft/openvmm,1591,1655,0.25,
microsoft/openvmm,1573,1655,0.1,
microsoft/openvmm,1573,1574,0.25,
microsoft/openvmm,1661,1720,0.7,
microsoft/openvmm,1591,1661,0.08,
microsoft/openvmm,1571,1572,0.08,
microsoft/openvmm,1575,1653,0.08,
microsoft/openvmm,1572,1592,0.25,
microsoft/openvmm,1573,1660,0.08,
microsoft/openvmm,1572,1576,0.18,
microsoft/openvmm,1591,1653,0.04,
microsoft/openvmm,1575,1583,0.04,
microsoft/openvmm,1591,1660,0.03,
microsoft/openvmm,1571,1576,0.88,
microsoft/openvmm,1591,1592,0.15,
microsoft/openvmm,1573,1739,0.12,
microsoft/openvmm,1573,1661,0.06,
microsoft/openvmm,1592,1698,0.05,
microsoft/openvmm,1572,1653,0.12,
microsoft/openvmm,1573,1720,0.05,
microsoft/openvmm,1575,1576,0.03,
microsoft/openvmm,1575,1698,0.03,
microsoft/openvmm,1575,1577,0.05,
microsoft/openvmm,1573,1592,0.05,
microsoft/openvmm,1572,1660,0.23,
microsoft/openvmm,1655,1739,0.14,
microsoft/openvmm,1661,1739,0.05,
microsoft/openvmm,1655,1690,0.1,
microsoft/openvmm,1576,1577,0.08,
microsoft/openvmm,1575,1739,0.12,
microsoft/openvmm,1572,1698,0.28,
microsoft/openvmm,1655,1698,0.1,
microsoft/openvmm,1572,1591,0.4,
microsoft/openvmm,1572,1655,0.08,
microsoft/openvmm,1591,1657,0.08,
microsoft/openvmm,1575,1655,0.32,
microsoft/openvmm,1573,1690,0.12,
microsoft/openvmm,1575,1661,0.05,
microsoft/openvmm,1573,1576,0.05,
microsoft/openvmm,1657,1690,0.3,
microsoft/openvmm,1657,1720,0.05,
microsoft/openvmm,1592,1653,0.05,
microsoft/openvmm,1572,1583,0.05,
microsoft/openvmm,1575,1720,0.05,
microsoft/openvmm,1574,1575,0.4,
microsoft/openvmm,1592,1739,0.05,
microsoft/openvmm,1591,1690,0.1,
microsoft/openvmm,1572,1690,0.1,
microsoft/openvmm,1592,1657,0.05,
microsoft/openvmm,1573,1657,0.05,
microsoft/playwright,36050,36374,0.15,
microsoft/playwright,36059,36450,0.08,
microsoft/playwright,36050,36366,0.05,
microsoft/playwright,36050,36450,0.05,
microsoft/playwright,36014,36059,0.12,
microsoft/playwright,36050,36397,0.05,
microsoft/playwright,36014,36050,0.05,
microsoft/playwright,36059,36374,0.35,
microsoft/playwright,36059,36397,0.12,
microsoft/playwright,36050,36059,0.12,
microsoft/playwright,36012,36014,0.58,
microsoft/playwright,36059,36366,0.12,
microsoft/presidio,1647,1650,0.96,
microsoft/presidio,1649,1650,0.96,
microsoft/presidio,1647,1649,0.96,
microsoft/presidio,1644,1645,0.96,
microsoft/project-oagents,107,108,0.3,
microsoft/sbom-tool,1092,1094,0.08,
microsoft/testfx,5601,5613,0.05,
microsoft/testfx,5607,6060,0.35,
microsoft/testfx,5786,5815,0.08,
microsoft/testfx,5795,6058,0.08,
microsoft/testfx,5790,5797,0.08,
microsoft/testfx,5795,5818,0.08,
microsoft/testfx,6058,6060,0.12,
microsoft/testfx,5698,5783,0.45,
microsoft/testfx,5607,5698,0.15,
microsoft/testfx,5655,5819,0.15,
microsoft/testfx,5607,5655,0.08,
microsoft/testfx,6190,6239,0.25,
microsoft/testfx,5698,6021,0.1,
microsoft/testfx,6071,6239,0.08,
microsoft/testfx,5698,5942,0.28,
microsoft/testfx,5941,6055,0.45,
microsoft/testfx,5655,5941,0.1,
microsoft/testfx,5942,5944,0.08,
microsoft/testfx,5655,5790,0.08,
microsoft/testfx,6163,6200,0.2,
microsoft/testfx,5698,6055,0.1,
microsoft/testfx,5607,6162,0.12,
microsoft/testfx,5705,5706,0.18,
microsoft/testfx,5792,5819,0.28,
microsoft/testfx,5941,6071,0.22,
microsoft/testfx,6165,6166,0.35,
microsoft/testfx,5786,5793,0.16,
microsoft/testfx,5792,5793,0.28,
microsoft/testfx,5607,5633,0.15,
microsoft/testfx,5795,5804,0.22,
microsoft/testfx,5607,6164,0.08,
microsoft/testfx,5607,6196,0.12,
microsoft/testfx,5655,5765,0.05,
microsoft/testfx,5655,5767,0.05,
microsoft/testfx,5607,5767,0.05,
microsoft/testfx,5793,5797,0.12,
microsoft/testfx,5815,5819,0.12,
microsoft/testfx,6071,6196,0.12,
microsoft/testfx,5655,6190,0.05,
microsoft/testfx,5792,5818,0.2,
microsoft/testfx,5613,5650,0.08,
microsoft/testfx,5655,6055,0.05,
microsoft/testfx,5607,6055,0.05,
microsoft/testfx,5655,6164,0.05,
microsoft/testfx,5607,6071,0.08,
microsoft/testfx,6166,6200,0.2,
microsoft/testfx,5655,6165,0.65,
microsoft/testfx,5607,5792,0.05,
microsoft/testfx,5655,5793,0.05,
microsoft/testfx,6190,6202,0.1,
microsoft/testfx,6163,6164,0.15,
microsoft/testfx,5797,5935,0.1,
microsoft/testfx,5941,6023,0.05,
microsoft/testfx,5698,6058,0.1,
microsoft/testfx,5606,5613,0.4,
microsoft/testfx,5607,5790,0.08,
microsoft/testfx,5941,6058,0.35,
microsoft/testfx,6164,6165,0.08,
microsoft/testfx,6196,6202,0.15,
microsoft/testfx,6023,6060,0.15,
microsoft/testfx,5655,5783,0.2,
microsoft/testfx,5797,5804,0.25,
microsoft/testfx,5607,5941,0.5,
microsoft/testfx,5698,5767,0.1,
microsoft/testfx,5941,6033,0.08,
microsoft/testfx,5607,5944,0.15,
microsoft/testfx,6071,6162,0.12,
microsoft/testfx,5941,6021,0.12,
microsoft/testfx,6163,6202,0.1,
microsoft/testfx,5941,6035,0.2,
microsoft/testfx,5698,5786,0.2,
microsoft/testfx,5795,5819,0.75,
microsoft/testfx,5607,6163,0.15,
microsoft/testfx,6196,6201,0.65,
microsoft/testfx,6165,6215,0.6,
microsoft/testfx,6165,6190,0.2,
microsoft/testfx,5606,5654,0.1,
microsoft/testfx,5818,5941,0.45,
microsoft/testfx,5607,5942,0.7,
microsoft/testfx,5705,5708,0.1,
microsoft/testfx,5795,5990,0.15,
microsoft/testfx,5793,5804,0.2,
microsoft/testfx,6033,6055,0.05,
microsoft/testfx,6200,6201,0.12,
microsoft/testfx,6190,6196,0.08,
microsoft/testfx,5607,6201,0.1,
microsoft/testfx,5607,5654,0.1,
microsoft/testfx,5607,6165,0.18,
microsoft/testfx,5786,5797,0.2,
microsoft/testfx,5795,5942,0.15,
microsoft/testfx,5818,5935,0.2,
microsoft/testfx,6162,6163,0.1,
microsoft/testfx,5698,5790,0.05,
microsoft/testfx,5819,5941,0.1,
microsoft/testfx,5613,5623,0.1,
microsoft/testfx,5942,6035,0.15,
microsoft/testfx,5655,6058,0.1,
microsoft/testfx,6165,6200,0.25,
microsoft/testfx,5795,6021,0.15,
microsoft/testfx,5623,5633,0.2,
microsoft/testfx,5607,6023,0.15,
microsoft/testfx,5942,6071,0.12,
microsoft/testfx,5698,6035,0.35,
microsoft/testfx,5990,6060,0.18,
microsoft/testfx,5698,5818,0.18,
microsoft/testfx,5607,5815,0.12,
microsoft/testfx,6201,6202,0.25,
microsoft/testfx,5607,6058,0.12,
microsoft/testfx,6071,6190,0.2,
microsoft/testfx,6071,6185,0.15,
microsoft/testfx,5990,6021,0.1,
microsoft/testfx,5607,6200,0.32,
microsoft/testfx,5797,5942,0.1,
microsoft/testfx,6023,6058,0.08,
microsoft/testfx,5698,5795,0.2,
microsoft/testfx,5601,5604,0.08,
microsoft/testfx,5819,5935,0.12,
microsoft/testfx,5607,5613,0.06,
microsoft/testfx,6071,6165,0.08,
microsoft/testfx,6058,6071,0.15,
microsoft/testfx,5795,6023,0.1,
microsoft/testfx,6166,6185,0.25,
microsoft/testfx,6163,6165,0.12,
microsoft/testfx,6162,6166,0.18,
microsoft/testfx,6071,6200,0.32,
microsoft/testfx,5655,6162,0.1,
microsoft/testfx,5607,5990,0.12,
microsoft/testfx,5606,5607,0.08,
microsoft/testfx,5607,5682,0.15,
microsoft/testfx,6071,6215,0.25,
microsoft/testfx,5655,5682,0.08,
microsoft/testfx,5607,6021,0.12,
microsoft/testfx,5786,5804,0.35,
microsoft/testfx,5793,5795,0.12,
microsoft/testfx,5990,6055,0.75,
microsoft/testfx,5795,5944,0.18,
microsoft/testfx,6165,6239,0.3,
microsoft/testfx,5990,6071,0.18,
microsoft/testfx,5818,5990,0.45,
microsoft/testfx,5793,5815,0.45,
microsoft/testfx,5607,5708,0.1,
microsoft/testfx,6185,6190,0.15,
microsoft/testfx,6163,6203,0.1,
microsoft/testfx,5607,5793,0.1,
microsoft/testfx,5698,5941,0.1,
microsoft/testfx,6166,6215,0.3,
microsoft/testfx,6164,6185,0.1,
microsoft/testfx,5655,6215,0.15,
microsoft/testfx,5606,5666,0.05,
microsoft/testfx,5607,6185,0.08,
microsoft/testfx,6060,6071,0.2,
microsoft/testfx,6185,6196,0.1,
microsoft/testfx,5655,6202,0.25,
microsoft/testfx,5613,5655,0.05,
microsoft/testfx,5698,6060,0.3,
microsoft/testfx,6215,6239,0.15,
microsoft/testfx,5819,5944,0.2,
microsoft/testfx,5944,5990,0.35,
microsoft/testfx,5795,5941,0.15,
microsoft/testfx,5655,6033,0.03,
microsoft/testfx,5655,6071,0.03,
microsoft/testfx,6033,6071,0.03,
microsoft/testfx,5942,6123,0.08,
microsoft/testfx,5607,5691,0.05,
microsoft/testfx,5655,6060,0.7,
microsoft/testfx,6163,6239,0.08,
microsoft/testfx,6185,6200,0.2,
microsoft/testfx,5941,6060,0.5,
microsoft/testfx,5698,5706,0.25,
microsoft/testfx,5942,6033,0.08,
microsoft/testfx,5655,5935,0.07,
microsoft/testfx,5795,5797,0.18,
microsoft/testfx,5607,5818,0.06,
microsoft/testfx,5942,5990,0.05,
microsoft/testfx,6071,6203,0.12,
microsoft/testfx,5990,6058,0.25,
microsoft/testfx,5606,5650,0.05,
microsoft/testfx,6185,6239,0.06,
microsoft/testfx,5607,5795,0.06,
microsoft/testfx,5818,6035,0.25,
microsoft/testfx,5786,5792,0.35,
microsoft/testfx,6033,6058,0.08,
microsoft/testfx,6190,6200,0.25,
microsoft/testfx,6202,6215,0.4,
microsoft/testfx,6201,6239,0.1,
microsoft/testfx,5655,5990,0.08,
microsoft/testfx,6071,6201,0.08,
microsoft/testfx,5698,5990,0.1,
microsoft/testfx,5790,5795,0.2,
microsoft/testfx,5818,6033,0.05,
microsoft/testfx,6202,6239,0.1,
microsoft/testfx,5815,5818,0.05,
microsoft/testfx,6190,6201,0.05,
microsoft/testfx,6033,6060,0.15,
microsoft/testfx,6202,6203,0.05,
microsoft/testfx,5797,5815,0.05,
microsoft/testfx,5941,5942,0.05,
microsoft/testfx,5941,5944,0.15,
microsoft/testfx,5698,5944,0.05,
microsoft/testfx,5613,5633,0.15,
microsoft/typespec,7749,7920,0.05,
microsoft/typespec,7391,7619,0.2,
microsoft/typespec,7431,7439,0.05,
microsoft/typespec,7423,7619,0.3,
microsoft/typespec,7920,7922,0.15,
microsoft/typespec,7553,7801,0.05,
microsoft/typespec,7431,7729,0.1,
microsoft/typespec,7391,7927,0.05,
microsoft/typespec,7426,7612,0.1,
microsoft/typespec,7553,7612,0.2,
microsoft/typespec,7602,7661,0.15,
microsoft/typespec,7431,7662,0.2,
microsoft/typespec,7423,7801,0.05,
microsoft/typespec,7553,7942,0.1,
microsoft/typespec,7431,7744,0.1,
microsoft/typespec,7729,7735,0.15,
microsoft/typespec,7431,7783,0.35,
microsoft/typespec,7602,7779,0.25,
microsoft/typespec,7553,7611,0.3,
microsoft/typespec,7651,7927,0.05,
microsoft/typespec,7771,7922,0.1,
microsoft/typespec,7602,7749,0.15,
microsoft/typespec,7744,7779,0.2,
microsoft/typespec,7391,7493,0.05,
microsoft/typespec,7535,7783,0.1,
microsoft/typespec,7423,7749,0.1,
microsoft/typespec,7749,7918,0.05,
microsoft/typespec,7423,7651,0.05,
microsoft/typespec,7739,7749,0.05,
microsoft/typespec,7431,7760,0.05,
microsoft/typespec,7729,7739,0.35,
microsoft/typespec,7423,7798,0.1,
microsoft/typespec,7391,7431,0.05,
microsoft/typespec,7425,7426,0.2,
microsoft/typespec,7391,7922,0.03,
microsoft/typespec,7431,7612,0.05,
microsoft/typespec,7391,7481,0.03,
microsoft/typespec,7553,7749,0.1,
microsoft/typespec,7439,7458,0.05,
microsoft/typespec,7431,7619,0.2,
microsoft/typespec,7553,7644,0.2,
microsoft/typespec,7423,7439,0.05,
microsoft/typespec,7602,7729,0.1,
microsoft/typespec,7423,7644,0.3,
microsoft/typespec,7553,7664,0.05,
microsoft/typespec,7602,7662,0.05,
microsoft/typespec,7771,7798,0.1,
microsoft/typespec,7423,7458,0.25,
microsoft/typespec,7729,7744,0.45,
microsoft/typespec,7535,7744,0.08,
microsoft/typespec,7553,7918,0.3,
microsoft/typespec,7391,7783,0.12,
microsoft/typespec,7749,7755,0.15,
microsoft/typespec,7423,8008,0.3,
microsoft/typespec,7602,7612,0.12,
microsoft/typespec,7749,7760,0.12,
microsoft/typespec,7651,7666,0.08,
microsoft/typespec,7423,7779,0.4,
microsoft/typespec,7391,7801,0.12,
microsoft/typespec,7553,7729,0.1,
microsoft/typespec,7431,7611,0.08,
microsoft/typespec,7771,7783,0.08,
microsoft/typespec,7602,7783,0.1,
microsoft/typespec,7602,7611,0.08,
microsoft/typespec,7553,8029,0.12,
microsoft/typespec,7391,7423,0.08,
microsoft/typespec,7798,7918,0.3,
microsoft/typespec,7423,7431,0.1,
microsoft/typespec,7771,7779,0.35,
microsoft/typespec,7651,7967,0.05,
microsoft/typespec,7391,7739,0.1,
microsoft/typespec,7553,7667,0.15,
microsoft/typespec,7779,7783,0.85,
microsoft/typespec,7651,7771,0.2,
microsoft/typespec,7423,7426,0.35,
microsoft/typespec,7426,7535,0.15,
microsoft/typespec,7739,7760,0.05,
microsoft/typespec,7431,7535,0.2,
microsoft/typespec,7423,7729,0.6,
microsoft/typespec,7391,7667,0.1,
microsoft/typespec,7771,7927,0.1,
microsoft/typespec,7553,7735,0.05,
microsoft/typespec,7431,7602,0.2,
microsoft/typespec,7423,7755,0.6,
microsoft/typespec,7749,7783,0.1,
microsoft/typespec,7553,7755,0.1,
microsoft/typespec,7651,7735,0.1,
microsoft/typespec,7535,7661,0.1,
microsoft/typespec,7553,7798,0.25,
microsoft/typespec,7644,7662,0.35,
microsoft/typespec,7651,7760,0.1,
microsoft/typespec,7553,7744,0.05,
microsoft/typespec,7431,7735,0.2,
microsoft/typespec,7391,7644,0.35,
microsoft/typespec,7651,8029,0.08,
microsoft/typespec,7651,8008,0.05,
microsoft/typespec,7431,7667,0.25,
microsoft/typespec,7535,7729,0.25,
microsoft/typespec,7431,7493,0.75,
microsoft/typespec,7661,7662,0.42,
microsoft/typespec,7431,7458,0.22,
microsoft/typespec,7493,7602,0.18,
microsoft/typespec,7984,8008,0.65,
microsoft/typespec,7651,7922,0.16,
microsoft/typespec,7553,7783,0.28,
microsoft/typespec,7431,7661,0.36,
microsoft/typespec,7535,7779,0.14,
microsoft/typespec,7423,7493,0.16,
microsoft/typespec,7535,7801,0.15,
microsoft/typespec,7535,7666,0.05,
microsoft/typespec,7431,7942,0.05,
microsoft/typespec,7423,7553,0.1,
microsoft/typespec,7535,7755,0.05,
microsoft/typespec,7535,7611,0.05,
microsoft/typespec,7602,7771,0.1,
microsoft/typespec,7431,7922,0.05,
microsoft/typespec,7771,7967,0.1,
microsoft/typespec,7651,7729,0.05,
microsoft/typespec,7744,7760,0.05,
microsoft/typespec,7535,7771,0.65,
microsoft/typespec,7553,8008,0.05,
microsoft/typespec,7431,7918,0.3,
microsoft/typespec,7942,7984,0.2,
microsoft/typespec,7651,7744,0.05,
microsoft/typespec,7493,7535,0.15,
microsoft/typespec,7651,7662,0.05,
microsoft/typespec,7493,7644,0.6,
microsoft/typespec,7431,7664,0.05,
microsoft/typespec,7423,7984,0.75,
microsoft/typespec,7535,7749,0.15,
microsoft/typespec,7423,7927,0.05,
microsoft/typespec,7739,7755,0.15,
microsoft/typespec,7426,7602,0.05,
microsoft/typespec,7553,7739,0.05,
microsoft/typespec,7651,7667,0.05,
microsoft/typespec,7783,7798,0.05,
microsoft/typespec,7651,7664,0.05,
microsoft/typespec,7423,7771,0.1,
microsoft/typespec,7984,8029,0.05,
microsoft/typespec,7425,7458,0.08,
microsoft/typespec,7798,7942,0.02,
microsoft/typespec,7602,7644,0.08,
